MOVE LINE CASE at 93, for OFFSET: 2
LINE: 562 ~ 7469[LEN: 6907] (x: 4660)
LINE: 4942 ~ 4943[LEN: 1] (y: 462)
LINE: 562 ~ 9290[LEN: 8728] (x: 4942)
LINE: 6628 ~ 6629[LEN: 1] (y: 462)
LINE: 562 ~ 9920[LEN: 9358] (x: 6628)
LINE: 6774 ~ 6775[LEN: 1] (y: 462)
LINE: 562 ~ 8400[LEN: 7838] (x: 6774)
LINE: 158 ~ 9751[LEN: 9593] (y: 463)
LINE: 563 ~ 9774[LEN: 9211] (x: 158)
LINE: 2816 ~ 9014[LEN: 6198] (y: 463)
LINE: 564 ~ 8068[LEN: 7504] (x: 2816)
LINE: 9750 ~ 9751[LEN: 1] (y: 463)
LINE: 564 ~ 7020[LEN: 6456] (x: 9750)
LINE: 2028 ~ 4087[LEN: 2059] (y: 464)
LINE: 565 ~ 881[LEN: 316] (x: 2028)
LINE: 6571 ~ 6572[LEN: 1] (y: 464)
LINE: 565 ~ 7979[LEN: 7414] (x: 6571)
LINE: 8446 ~ 8447[LEN: 1] (y: 464)
LINE: 565 ~ 9107[LEN: 8542] (x: 8446)
LINE: 8640 ~ 8641[LEN: 1] (y: 464)
LINE: 565 ~ 8944[LEN: 8379] (x: 8640)
LINE: 15 ~ 8067[LEN: 8052] (y: 465)
LINE: 72 ~ 6635[LEN: 6563] (y: 465)
LINE: 1237 ~ 8098[LEN: 6861] (y: 465)
LINE: 568 ~ 9127[LEN: 8559] (x: 1237)
LINE: 170 ~ 7091[LEN: 6921] (y: 466)
LINE: 569 ~ 9734[LEN: 9165] (x: 170)
LINE: 175 ~ 176[LEN: 1] (y: 466)
LINE: 570 ~ 5391[LEN: 4821] (x: 175)
LINE: 1264 ~ 8680[LEN: 7416] (y: 466)
LINE: 1379 ~ 1380[LEN: 1] (y: 466)
LINE: 571 ~ 2266[LEN: 1695] (x: 1379)
LINE: 2023 ~ 2024[LEN: 1] (y: 466)
LINE: 571 ~ 9733[LEN: 9162] (x: 2023)
LINE: 2344 ~ 2346[LEN: 2] (y: 466)
LINE: 571 ~ 8606[LEN: 8035] (x: 2344)
LINE: 3856 ~ 3857[LEN: 1] (y: 466)
LINE: 571 ~ 4350[LEN: 3779] (x: 3856)
LINE: 4045 ~ 4046[LEN: 1] (y: 466)
LINE: 571 ~ 9593[LEN: 9022] (x: 4045)
LINE: 4086 ~ 4087[LEN: 1] (y: 466)
LINE: 571 ~ 879[LEN: 308] (x: 4086)
LINE: 4407 ~ 4408[LEN: 1] (y: 466)
LINE: 571 ~ 718[LEN: 147] (x: 4407)
LINE: 4580 ~ 8613[LEN: 4033] (y: 466)
LINE: 571 ~ 4853[LEN: 4282] (x: 4580)
LINE: 727 ~ 6621[LEN: 5894] (y: 467)
LINE: 572 ~ 5528[LEN: 4956] (x: 727)
LINE: 7089 ~ 7091[LEN: 2] (y: 467)
LINE: 572 ~ 4349[LEN: 3777] (x: 7089)
LINE: 8016 ~ 8017[LEN: 1] (y: 467)
LINE: 572 ~ 9679[LEN: 9107] (x: 8016)
LINE: 530 ~ 8761[LEN: 8231] (y: 468)
LINE: 573 ~ 3127[LEN: 2554] (x: 530)
LINE: 552 ~ 3836[LEN: 3284] (y: 468)
LINE: 574 ~ 9036[LEN: 8462] (x: 552)
LINE: 4088 ~ 4089[LEN: 1] (y: 468)
LINE: 574 ~ 2580[LEN: 2006] (x: 4088)
LINE: 4741 ~ 4742[LEN: 1] (y: 468)
LINE: 574 ~ 6245[LEN: 5671] (x: 4741)
LINE: 4960 ~ 4962[LEN: 2] (y: 468)
LINE: 574 ~ 6556[LEN: 5982] (x: 4960)
LINE: 5698 ~ 5699[LEN: 1] (y: 468)
LINE: 574 ~ 9590[LEN: 9016] (x: 5698)
LINE: 6183 ~ 6184[LEN: 1] (y: 468)
LINE: 574 ~ 5275[LEN: 4701] (x: 6183)
LINE: 6412 ~ 6413[LEN: 1] (y: 468)
LINE: 574 ~ 8103[LEN: 7529] (x: 6412)
LINE: 6483 ~ 6484[LEN: 1] (y: 468)
LINE: 574 ~ 3272[LEN: 2698] (x: 6483)
LINE: 6529 ~ 6530[LEN: 1] (y: 468)
LINE: 574 ~ 2266[LEN: 1692] (x: 6529)
LINE: 6532 ~ 6533[LEN: 1] (y: 468)
LINE: 574 ~ 8875[LEN: 8301] (x: 6532)
LINE: 6620 ~ 6621[LEN: 1] (y: 468)
LINE: 574 ~ 6245[LEN: 5671] (x: 6620)
LINE: 8759 ~ 8761[LEN: 2] (y: 468)
LINE: 574 ~ 8761[LEN: 8187] (x: 8759)
LINE: 1613 ~ 1615[LEN: 2] (y: 469)
LINE: 575 ~ 5662[LEN: 5087] (x: 1613)
LINE: 2835 ~ 2836[LEN: 1] (y: 469)
LINE: 575 ~ 6448[LEN: 5873] (x: 2835)
LINE: 762 ~ 8591[LEN: 7829] (y: 470)
LINE: 2651 ~ 2652[LEN: 1] (y: 470)
LINE: 577 ~ 9200[LEN: 8623] (x: 2651)
LINE: 3318 ~ 3319[LEN: 1] (y: 470)
LINE: 577 ~ 4969[LEN: 4392] (x: 3318)
LINE: 4867 ~ 4868[LEN: 1] (y: 470)
LINE: 577 ~ 5467[LEN: 4890] (x: 4867)
LINE: 5247 ~ 9668[LEN: 4421] (y: 470)
LINE: 577 ~ 6860[LEN: 6283] (x: 5247)
LINE: 3848 ~ 9771[LEN: 5923] (y: 471)
LINE: 578 ~ 7072[LEN: 6494] (x: 3848)
LINE: 1121 ~ 5511[LEN: 4390] (y: 472)
LINE: 579 ~ 9135[LEN: 8556] (x: 1121)
LINE: 5578 ~ 5580[LEN: 2] (y: 472)
LINE: 579 ~ 5504[LEN: 4925] (x: 5578)
LINE: 6165 ~ 6166[LEN: 1] (y: 472)
LINE: 579 ~ 9757[LEN: 9178] (x: 6165)
LINE: 6424 ~ 6425[LEN: 1] (y: 472)
LINE: 579 ~ 5504[LEN: 4925] (x: 6424)
LINE: 6533 ~ 6534[LEN: 1] (y: 472)
LINE: 579 ~ 8460[LEN: 7881] (x: 6533)
LINE: 9475 ~ 9476[LEN: 1] (y: 472)
LINE: 579 ~ 2660[LEN: 2081] (x: 9475)
LINE: 9637 ~ 9638[LEN: 1] (y: 472)
LINE: 579 ~ 2659[LEN: 2080] (x: 9637)
LINE: 9770 ~ 9771[LEN: 1] (y: 472)
LINE: 579 ~ 7069[LEN: 6490] (x: 9770)
LINE: 2385 ~ 4033[LEN: 1648] (y: 473)
LINE: 580 ~ 2858[LEN: 2278] (x: 2385)
LINE: 5510 ~ 5511[LEN: 1] (y: 473)
LINE: 580 ~ 8086[LEN: 7506] (x: 5510)
LINE: 1946 ~ 9383[LEN: 7437] (y: 474)
LINE: 581 ~ 584[LEN: 3] (x: 1946)
LINE: 99 ~ 6144[LEN: 6045] (y: 475)
LINE: 582 ~ 621[LEN: 39] (x: 99)
LINE: 6454 ~ 6455[LEN: 1] (y: 475)
LINE: 582 ~ 8802[LEN: 8220] (x: 6454)
LINE: 7927 ~ 7928[LEN: 1] (y: 475)
LINE: 582 ~ 7275[LEN: 6693] (x: 7927)
LINE: 7929 ~ 7930[LEN: 1] (y: 475)
LINE: 582 ~ 2072[LEN: 1490] (x: 7929)
LINE: 1123 ~ 9380[LEN: 8257] (y: 476)
LINE: 583 ~ 8583[LEN: 8000] (x: 1123)
LINE: 661 ~ 6120[LEN: 5459] (y: 477)
LINE: 6143 ~ 6144[LEN: 1] (y: 477)
LINE: 584 ~ 587[LEN: 3] (x: 6143)
LINE: 8732 ~ 8733[LEN: 1] (y: 477)
LINE: 584 ~ 6324[LEN: 5740] (x: 8732)
LINE: 9379 ~ 9380[LEN: 1] (y: 477)
LINE: 584 ~ 7158[LEN: 6574] (x: 9379)
LINE: 1355 ~ 1356[LEN: 1] (y: 478)
LINE: 585 ~ 2447[LEN: 1862] (x: 1355)
LINE: 1850 ~ 1851[LEN: 1] (y: 478)
LINE: 585 ~ 1041[LEN: 456] (x: 1850)
LINE: 1967 ~ 1968[LEN: 1] (y: 478)
LINE: 585 ~ 5754[LEN: 5169] (x: 1967)
LINE: 2492 ~ 2493[LEN: 1] (y: 478)
LINE: 585 ~ 587[LEN: 2] (x: 2492)
LINE: 2789 ~ 2791[LEN: 2] (y: 478)
LINE: 585 ~ 8843[LEN: 8258] (x: 2789)
LINE: 2798 ~ 2799[LEN: 1] (y: 478)
LINE: 585 ~ 6561[LEN: 5976] (x: 2798)
LINE: 3343 ~ 7563[LEN: 4220] (y: 478)
LINE: 585 ~ 587[LEN: 2] (x: 3343)
LINE: 416 ~ 7885[LEN: 7469] (y: 479)
LINE: 586 ~ 9394[LEN: 8808] (x: 416)
LINE: 8134 ~ 9522[LEN: 1388] (y: 479)
LINE: 586 ~ 9937[LEN: 9351] (x: 8134)
LINE: 172 ~ 7818[LEN: 7646] (y: 480)
LINE: 587 ~ 9682[LEN: 9095] (x: 172)
LINE: 7884 ~ 7885[LEN: 1] (y: 480)
LINE: 587 ~ 3721[LEN: 3134] (x: 7884)
LINE: 9521 ~ 9522[LEN: 1] (y: 480)
LINE: 587 ~ 5256[LEN: 4669] (x: 9521)
LINE: 655 ~ 656[LEN: 1] (y: 481)
LINE: 588 ~ 4978[LEN: 4390] (x: 655)
LINE: 2069 ~ 2070[LEN: 1] (y: 481)
LINE: 588 ~ 9820[LEN: 9232] (x: 2069)
LINE: 2455 ~ 2456[LEN: 1] (y: 481)
LINE: 588 ~ 9681[LEN: 9093] (x: 2455)
LINE: 3426 ~ 3427[LEN: 1] (y: 481)
LINE: 588 ~ 7162[LEN: 6574] (x: 3426)
LINE: 3821 ~ 3822[LEN: 1] (y: 481)
LINE: 588 ~ 9358[LEN: 8770] (x: 3821)
LINE: 3914 ~ 3915[LEN: 1] (y: 481)
LINE: 588 ~ 9659[LEN: 9071] (x: 3914)
LINE: 4502 ~ 4503[LEN: 1] (y: 481)
LINE: 588 ~ 2510[LEN: 1922] (x: 4502)
LINE: 5227 ~ 5228[LEN: 1] (y: 481)
LINE: 588 ~ 9483[LEN: 8895] (x: 5227)
LINE: 5462 ~ 5463[LEN: 1] (y: 481)
LINE: 588 ~ 8762[LEN: 8174] (x: 5462)
LINE: 5548 ~ 5549[LEN: 1] (y: 481)
LINE: 588 ~ 621[LEN: 33] (x: 5548)
LINE: 5727 ~ 5729[LEN: 2] (y: 481)
LINE: 588 ~ 8366[LEN: 7778] (x: 5727)
LINE: 6022 ~ 6024[LEN: 2] (y: 481)
LINE: 588 ~ 3294[LEN: 2706] (x: 6022)
LINE: 6119 ~ 6120[LEN: 1] (y: 481)
LINE: 588 ~ 1042[LEN: 454] (x: 6119)
LINE: 6450 ~ 6451[LEN: 1] (y: 481)
LINE: 588 ~ 3294[LEN: 2706] (x: 6450)
LINE: 7562 ~ 7563[LEN: 1] (y: 481)
LINE: 588 ~ 8552[LEN: 7964] (x: 7562)
LINE: 7817 ~ 7818[LEN: 1] (y: 481)
LINE: 588 ~ 4434[LEN: 3846] (x: 7817)
LINE: 1872 ~ 6927[LEN: 5055] (y: 482)
LINE: 589 ~ 7010[LEN: 6421] (x: 1872)
LINE: 2553 ~ 9672[LEN: 7119] (y: 482)
LINE: 590 ~ 9426[LEN: 8836] (x: 2553)
LINE: 5468 ~ 9494[LEN: 4026] (y: 482)
LINE: 591 ~ 9906[LEN: 9315] (x: 5468)
LINE: 9671 ~ 9672[LEN: 1] (y: 482)
LINE: 591 ~ 5144[LEN: 4553] (x: 9671)
LINE: 6518 ~ 6519[LEN: 1] (y: 483)
LINE: 592 ~ 7209[LEN: 6617] (x: 6518)
LINE: 6926 ~ 6927[LEN: 1] (y: 483)
LINE: 592 ~ 7013[LEN: 6421] (x: 6926)
LINE: 9493 ~ 9494[LEN: 1] (y: 483)
LINE: 592 ~ 9903[LEN: 9311] (x: 9493)
LINE: 327 ~ 1270[LEN: 943] (y: 484)
LINE: 593 ~ 8242[LEN: 7649] (x: 327)
LINE: 1554 ~ 1984[LEN: 430] (y: 484)
LINE: 593 ~ 4021[LEN: 3428] (x: 1554)
LINE: 262 ~ 7926[LEN: 7664] (y: 485)
LINE: 594 ~ 5984[LEN: 5390] (x: 262)
LINE: 1269 ~ 1270[LEN: 1] (y: 485)
LINE: 595 ~ 1673[LEN: 1078] (x: 1269)
LINE: 1281 ~ 9658[LEN: 8377] (y: 485)
LINE: 595 ~ 8535[LEN: 7940] (x: 1281)
LINE: 1733 ~ 1734[LEN: 1] (y: 485)
LINE: 596 ~ 6455[LEN: 5859] (x: 1733)
LINE: 1982 ~ 1984[LEN: 2] (y: 485)
LINE: 596 ~ 6116[LEN: 5520] (x: 1982)
LINE: 2001 ~ 9924[LEN: 7923] (y: 485)
LINE: 596 ~ 5699[LEN: 5103] (x: 2001)
LINE: 472 ~ 8550[LEN: 8078] (y: 486)
LINE: 597 ~ 6260[LEN: 5663] (x: 472)
LINE: 8993 ~ 8994[LEN: 1] (y: 486)
LINE: 597 ~ 6179[LEN: 5582] (x: 8993)
LINE: 9656 ~ 9658[LEN: 2] (y: 486)
LINE: 597 ~ 1798[LEN: 1201] (x: 9656)
LINE: 9923 ~ 9924[LEN: 1] (y: 486)
LINE: 597 ~ 9762[LEN: 9165] (x: 9923)
LINE: 923 ~ 4156[LEN: 3233] (y: 487)
LINE: 598 ~ 7924[LEN: 7326] (x: 923)
LINE: 6427 ~ 6429[LEN: 2] (y: 487)
LINE: 598 ~ 7681[LEN: 7083] (x: 6427)
LINE: 6601 ~ 6602[LEN: 1] (y: 487)
LINE: 598 ~ 9599[LEN: 9001] (x: 6601)
LINE: 7024 ~ 7025[LEN: 1] (y: 487)
LINE: 598 ~ 9285[LEN: 8687] (x: 7024)
LINE: 7418 ~ 7419[LEN: 1] (y: 487)
LINE: 598 ~ 6714[LEN: 6116] (x: 7418)
LINE: 7925 ~ 7926[LEN: 1] (y: 487)
LINE: 598 ~ 6288[LEN: 5690] (x: 7925)
LINE: 7969 ~ 7970[LEN: 1] (y: 487)
LINE: 598 ~ 7522[LEN: 6924] (x: 7969)
LINE: 8374 ~ 8592[LEN: 218] (y: 487)
LINE: 598 ~ 9462[LEN: 8864] (x: 8374)
LINE: 827 ~ 4074[LEN: 3247] (y: 488)
LINE: 599 ~ 6474[LEN: 5875] (x: 827)
LINE: 4155 ~ 4156[LEN: 1] (y: 488)
LINE: 599 ~ 7926[LEN: 7327] (x: 4155)
LINE: 8466 ~ 8467[LEN: 1] (y: 488)
LINE: 599 ~ 7009[LEN: 6410] (x: 8466)
LINE: 8548 ~ 8550[LEN: 2] (y: 488)
LINE: 599 ~ 7674[LEN: 7075] (x: 8548)
LINE: 8591 ~ 8592[LEN: 1] (y: 488)
LINE: 599 ~ 9981[LEN: 9382] (x: 8591)
LINE: 1000 ~ 1002[LEN: 2] (y: 489)
LINE: 600 ~ 7628[LEN: 7028] (x: 1000)
LINE: 1409 ~ 9056[LEN: 7647] (y: 489)
LINE: 1465 ~ 3860[LEN: 2395] (y: 489)
LINE: 601 ~ 4577[LEN: 3976] (x: 1465)
LINE: 4073 ~ 4074[LEN: 1] (y: 489)
LINE: 601 ~ 6472[LEN: 5871] (x: 4073)
LINE: 4792 ~ 4793[LEN: 1] (y: 489)
LINE: 601 ~ 2663[LEN: 2062] (x: 4792)
LINE: 5345 ~ 5346[LEN: 1] (y: 489)
LINE: 601 ~ 6110[LEN: 5509] (x: 5345)
LINE: 6046 ~ 6047[LEN: 1] (y: 489)
LINE: 601 ~ 9789[LEN: 9188] (x: 6046)
LINE: 6897 ~ 6899[LEN: 2] (y: 489)
LINE: 601 ~ 8586[LEN: 7985] (x: 6897)
LINE: 8703 ~ 8704[LEN: 1] (y: 489)
LINE: 601 ~ 6362[LEN: 5761] (x: 8703)
LINE: 1590 ~ 2288[LEN: 698] (y: 490)
LINE: 2494 ~ 2495[LEN: 1] (y: 490)
LINE: 602 ~ 9173[LEN: 8571] (x: 2494)
LINE: 2849 ~ 2850[LEN: 1] (y: 490)
LINE: 602 ~ 1801[LEN: 1199] (x: 2849)
LINE: 3859 ~ 3860[LEN: 1] (y: 490)
LINE: 602 ~ 9968[LEN: 9366] (x: 3859)
LINE: 2260 ~ 2262[LEN: 2] (y: 491)
LINE: 603 ~ 8531[LEN: 7928] (x: 2260)
LINE: 2287 ~ 2288[LEN: 1] (y: 491)
LINE: 603 ~ 9920[LEN: 9317] (x: 2287)
LINE: 3379 ~ 7863[LEN: 4484] (y: 491)
LINE: 4448 ~ 4861[LEN: 413] (y: 491)
LINE: 604 ~ 642[LEN: 38] (x: 4448)
LINE: 5186 ~ 5809[LEN: 623] (y: 491)
LINE: 7862 ~ 7863[LEN: 1] (y: 491)
LINE: 604 ~ 9492[LEN: 8888] (x: 7862)
LINE: 4308 ~ 4310[LEN: 2] (y: 492)
LINE: 605 ~ 747[LEN: 142] (x: 4308)
LINE: 4669 ~ 6788[LEN: 2119] (y: 492)
LINE: 605 ~ 5958[LEN: 5353] (x: 4669)
LINE: 350 ~ 1105[LEN: 755] (y: 493)
LINE: 606 ~ 7382[LEN: 6776] (x: 350)
LINE: 4309 ~ 4310[LEN: 1] (y: 493)
LINE: 606 ~ 747[LEN: 141] (x: 4309)
LINE: 4763 ~ 4766[LEN: 3] (y: 493)
LINE: 606 ~ 7126[LEN: 6520] (x: 4763)
LINE: 4860 ~ 4861[LEN: 1] (y: 493)
LINE: 606 ~ 642[LEN: 36] (x: 4860)
LINE: 5808 ~ 5809[LEN: 1] (y: 493)
LINE: 606 ~ 2239[LEN: 1633] (x: 5808)
LINE: 6786 ~ 6788[LEN: 2] (y: 493)
LINE: 606 ~ 7553[LEN: 6947] (x: 6786)
LINE: 200 ~ 9022[LEN: 8822] (y: 494)
LINE: 607 ~ 3773[LEN: 3166] (x: 200)
LINE: 782 ~ 5053[LEN: 4271] (y: 494)
LINE: 608 ~ 8691[LEN: 8083] (x: 782)
LINE: 6693 ~ 6694[LEN: 1] (y: 494)
LINE: 608 ~ 7665[LEN: 7057] (x: 6693)
LINE: 6812 ~ 6813[LEN: 1] (y: 494)
LINE: 608 ~ 5519[LEN: 4911] (x: 6812)
LINE: 7007 ~ 7008[LEN: 1] (y: 494)
LINE: 608 ~ 4544[LEN: 3936] (x: 7007)
LINE: 8822 ~ 8823[LEN: 1] (y: 494)
LINE: 608 ~ 3113[LEN: 2505] (x: 8822)
LINE: 9021 ~ 9022[LEN: 1] (y: 494)
LINE: 608 ~ 6485[LEN: 5877] (x: 9021)
LINE: 1088 ~ 1090[LEN: 2] (y: 495)
LINE: 609 ~ 3550[LEN: 2941] (x: 1088)
LINE: 5052 ~ 5053[LEN: 1] (y: 495)
LINE: 609 ~ 5997[LEN: 5388] (x: 5052)
LINE: 508 ~ 1387[LEN: 879] (y: 496)
LINE: 610 ~ 4315[LEN: 3705] (x: 508)
LINE: 4977 ~ 7541[LEN: 2564] (y: 496)
LINE: 1386 ~ 1387[LEN: 1] (y: 497)
LINE: 611 ~ 1548[LEN: 937] (x: 1386)
LINE: 3203 ~ 7119[LEN: 3916] (y: 497)
LINE: 611 ~ 8802[LEN: 8191] (x: 3203)
LINE: 7540 ~ 7541[LEN: 1] (y: 497)
LINE: 611 ~ 715[LEN: 104] (x: 7540)
LINE: 7118 ~ 7119[LEN: 1] (y: 498)
LINE: 612 ~ 8469[LEN: 7857] (x: 7118)
LINE: 7486 ~ 8812[LEN: 1326] (y: 498)
LINE: 612 ~ 616[LEN: 4] (x: 7486)
LINE: 2130 ~ 7505[LEN: 5375] (y: 499)
LINE: 613 ~ 5865[LEN: 5252] (x: 2130)
LINE: 7688 ~ 9738[LEN: 2050] (y: 499)
LINE: 613 ~ 616[LEN: 3] (x: 7688)
LINE: 479 ~ 9135[LEN: 8656] (y: 500)
LINE: 1330 ~ 1331[LEN: 1] (y: 500)
LINE: 615 ~ 6443[LEN: 5828] (x: 1330)
LINE: 1838 ~ 1839[LEN: 1] (y: 500)
LINE: 615 ~ 3186[LEN: 2571] (x: 1838)
LINE: 2365 ~ 9904[LEN: 7539] (y: 500)
LINE: 1366 ~ 9083[LEN: 7717] (y: 501)
LINE: 9133 ~ 9135[LEN: 2] (y: 501)
LINE: 616 ~ 5667[LEN: 5051] (x: 9133)
LINE: 9903 ~ 9904[LEN: 1] (y: 501)
LINE: 616 ~ 2775[LEN: 2159] (x: 9903)
LINE: 1367 ~ 1368[LEN: 1] (y: 502)
LINE: 617 ~ 8863[LEN: 8246] (x: 1367)
LINE: 3769 ~ 3772[LEN: 3] (y: 502)
LINE: 617 ~ 7378[LEN: 6761] (x: 3769)
LINE: 4022 ~ 4023[LEN: 1] (y: 502)
LINE: 617 ~ 6580[LEN: 5963] (x: 4022)
LINE: 4591 ~ 4592[LEN: 1] (y: 502)
LINE: 617 ~ 8098[LEN: 7481] (x: 4591)
LINE: 5237 ~ 5238[LEN: 1] (y: 502)
LINE: 617 ~ 3187[LEN: 2570] (x: 5237)
LINE: 6187 ~ 6188[LEN: 1] (y: 502)
LINE: 617 ~ 5669[LEN: 5052] (x: 6187)
LINE: 6871 ~ 6872[LEN: 1] (y: 502)
LINE: 617 ~ 2079[LEN: 1462] (x: 6871)
LINE: 6956 ~ 6957[LEN: 1] (y: 502)
LINE: 617 ~ 8842[LEN: 8225] (x: 6956)
LINE: 7079 ~ 7080[LEN: 1] (y: 502)
LINE: 617 ~ 3758[LEN: 3141] (x: 7079)
LINE: 7504 ~ 7505[LEN: 1] (y: 502)
LINE: 617 ~ 5866[LEN: 5249] (x: 7504)
LINE: 7818 ~ 7819[LEN: 1] (y: 502)
LINE: 617 ~ 7791[LEN: 7174] (x: 7818)
LINE: 8535 ~ 8536[LEN: 1] (y: 502)
LINE: 617 ~ 8743[LEN: 8126] (x: 8535)
LINE: 8810 ~ 8812[LEN: 2] (y: 502)
LINE: 617 ~ 4399[LEN: 3782] (x: 8810)
LINE: 8813 ~ 8815[LEN: 2] (y: 502)
LINE: 617 ~ 7110[LEN: 6493] (x: 8813)
LINE: 9082 ~ 9083[LEN: 1] (y: 502)
LINE: 617 ~ 2079[LEN: 1462] (x: 9082)
LINE: 183 ~ 9126[LEN: 8943] (y: 505)
LINE: 1018 ~ 3912[LEN: 2894] (y: 505)
LINE: 4233 ~ 4234[LEN: 1] (y: 505)
LINE: 620 ~ 2668[LEN: 2048] (x: 4233)
LINE: 5701 ~ 7926[LEN: 2225] (y: 505)
LINE: 620 ~ 9992[LEN: 9372] (x: 5701)
LINE: 9125 ~ 9126[LEN: 1] (y: 505)
LINE: 620 ~ 7320[LEN: 6700] (x: 9125)
LINE: 100 ~ 9687[LEN: 9587] (y: 506)
LINE: 1296 ~ 1297[LEN: 1] (y: 506)
LINE: 622 ~ 2686[LEN: 2064] (x: 1296)
LINE: 3340 ~ 3341[LEN: 1] (y: 506)
LINE: 622 ~ 3856[LEN: 3234] (x: 3340)
LINE: 3938 ~ 3939[LEN: 1] (y: 506)
LINE: 622 ~ 8132[LEN: 7510] (x: 3938)
LINE: 6685 ~ 6686[LEN: 1] (y: 506)
LINE: 622 ~ 2668[LEN: 2046] (x: 6685)
LINE: 7065 ~ 7066[LEN: 1] (y: 506)
LINE: 622 ~ 7773[LEN: 7151] (x: 7065)
LINE: 7923 ~ 7926[LEN: 3] (y: 506)
LINE: 622 ~ 9839[LEN: 9217] (x: 7923)
LINE: 8250 ~ 8251[LEN: 1] (y: 506)
LINE: 622 ~ 9548[LEN: 8926] (x: 8250)
LINE: 9686 ~ 9687[LEN: 1] (y: 506)
LINE: 622 ~ 3080[LEN: 2458] (x: 9686)
LINE: 5281 ~ 6612[LEN: 1331] (y: 507)
LINE: 623 ~ 9435[LEN: 8812] (x: 5281)
LINE: 4427 ~ 8521[LEN: 4094] (y: 508)
LINE: 3084 ~ 6101[LEN: 3017] (y: 509)
LINE: 625 ~ 6252[LEN: 5627] (x: 3084)
LINE: 8520 ~ 8521[LEN: 1] (y: 509)
LINE: 625 ~ 3654[LEN: 3029] (x: 8520)
LINE: 1749 ~ 2042[LEN: 293] (y: 510)
LINE: 626 ~ 8882[LEN: 8256] (x: 1749)
LINE: 6100 ~ 6101[LEN: 1] (y: 510)
LINE: 626 ~ 5467[LEN: 4841] (x: 6100)
LINE: 2041 ~ 2042[LEN: 1] (y: 511)
LINE: 627 ~ 3169[LEN: 2542] (x: 2041)
LINE: 3512 ~ 3684[LEN: 172] (y: 511)
LINE: 627 ~ 9944[LEN: 9317] (x: 3512)
LINE: 3943 ~ 4629[LEN: 686] (y: 511)
LINE: 180 ~ 1295[LEN: 1115] (y: 512)
LINE: 3682 ~ 3684[LEN: 2] (y: 512)
LINE: 628 ~ 9112[LEN: 8484] (x: 3682)
LINE: 4628 ~ 4629[LEN: 1] (y: 512)
LINE: 628 ~ 6571[LEN: 5943] (x: 4628)
LINE: 1294 ~ 1295[LEN: 1] (y: 513)
LINE: 629 ~ 8499[LEN: 7870] (x: 1294)
LINE: 2589 ~ 2688[LEN: 99] (y: 513)
LINE: 629 ~ 631[LEN: 2] (x: 2589)
LINE: 4387 ~ 9744[LEN: 5357] (y: 513)
LINE: 629 ~ 8448[LEN: 7819] (x: 4387)
LINE: 94 ~ 7357[LEN: 7263] (y: 514)
LINE: 630 ~ 8808[LEN: 8178] (x: 94)
LINE: 117 ~ 119[LEN: 2] (y: 514)
LINE: 631 ~ 4021[LEN: 3390] (x: 117)
LINE: 295 ~ 296[LEN: 1] (y: 514)
LINE: 631 ~ 2528[LEN: 1897] (x: 295)
LINE: 1008 ~ 3260[LEN: 2252] (y: 514)
LINE: 631 ~ 8280[LEN: 7649] (x: 1008)
LINE: 3336 ~ 3461[LEN: 125] (y: 514)
LINE: 631 ~ 8661[LEN: 8030] (x: 3336)
LINE: 4742 ~ 4743[LEN: 1] (y: 514)
LINE: 631 ~ 2587[LEN: 1956] (x: 4742)
LINE: 5240 ~ 5242[LEN: 2] (y: 514)
LINE: 631 ~ 2587[LEN: 1956] (x: 5240)
LINE: 7356 ~ 7357[LEN: 1] (y: 514)
LINE: 631 ~ 6842[LEN: 6211] (x: 7356)
LINE: 3259 ~ 3260[LEN: 1] (y: 515)
LINE: 632 ~ 8279[LEN: 7647] (x: 3259)
LINE: 2862 ~ 5098[LEN: 2236] (y: 516)
LINE: 633 ~ 7722[LEN: 7089] (x: 2862)
LINE: 1308 ~ 8065[LEN: 6757] (y: 517)
LINE: 634 ~ 5026[LEN: 4392] (x: 1308)
LINE: 3939 ~ 7637[LEN: 3698] (y: 517)
LINE: 635 ~ 8695[LEN: 8060] (x: 3939)
LINE: 8064 ~ 8065[LEN: 1] (y: 517)
LINE: 635 ~ 8053[LEN: 7418] (x: 8064)
LINE: 8436 ~ 8762[LEN: 326] (y: 517)
LINE: 635 ~ 5749[LEN: 5114] (x: 8436)
LINE: 1188 ~ 9977[LEN: 8789] (y: 518)
LINE: 636 ~ 9884[LEN: 9248] (x: 1188)
LINE: 1236 ~ 9757[LEN: 8521] (y: 518)
LINE: 637 ~ 9426[LEN: 8789] (x: 1236)
LINE: 9976 ~ 9977[LEN: 1] (y: 518)
LINE: 637 ~ 8744[LEN: 8107] (x: 9976)
LINE: 2931 ~ 2932[LEN: 1] (y: 519)
LINE: 638 ~ 4216[LEN: 3578] (x: 2931)
LINE: 3546 ~ 3548[LEN: 2] (y: 519)
LINE: 638 ~ 5686[LEN: 5048] (x: 3546)
LINE: 3613 ~ 3614[LEN: 1] (y: 519)
LINE: 638 ~ 8250[LEN: 7612] (x: 3613)
LINE: 3836 ~ 9065[LEN: 5229] (y: 519)
LINE: 9085 ~ 9087[LEN: 2] (y: 519)
LINE: 638 ~ 7263[LEN: 6625] (x: 9085)
LINE: 9756 ~ 9757[LEN: 1] (y: 519)
LINE: 638 ~ 9214[LEN: 8576] (x: 9756)
